vehicle_model,fuel_type,transmission_type,country,maximum_power(hp),maximum_torque(N/m),maximum_speed(km/h),vehicle_acceleration(0-100 km/h in seconds),vehicle_mileage(mpg),vehicle_sprung_mass(kg),steering_radius(m),axle_type(driven/dead),tyre_brand,tyre_size,tread_material,tread_pattern,tyre_camber_angle(degree),standard_tread_depth(mm),retreaded,road_condition,weather_condition,expected_tyre_life(km),kilometers_driven(km),remaining_useful_life(km),current_tread_depth(mm)
Truck,Petrol,Manual,USA,395,381,235,10.98,26.88,1089,4.76,dead,Pirelli,195/65R15,Dual Compound,Symmetric,0.13,7.5,No,Rough,Rainy,40317.8,13250.6,16870.8,5.5
Coupe,Electric,Manual,Japan,430,484,228,11.8,29.42,1281,6.37,dead,Michelin,205/55R16,Dual Compound,Asymmetric,0.11,8.0,No,Rough,Rainy,48477.0,12336.6,22526.2,6.28
Sedan,Hybrid,Manual,Japan,121,588,199,7.3,54.55,2194,4.79,driven,Bridgestone,195/65R15,Silica Compound,Asymmetric,-0.68,8.0,Yes,Smooth,Humid,54211.9,1592.3,32797.5,7.8
Sedan,Hybrid,Automatic,Japan,378,472,158,7.22,46.32,1637,4.91,dead,Goodyear,205/55R16,Silica Compound,Directional,-0.19,8.5,Yes,Off-road,Dry,40030.5,16434.8,14707.1,5.67
Coupe,Petrol,Manual,Japan,287,407,250,9.58,17.86,1810,4.99,dead,Continental,195/65R15,Carbon Black,Directional,0.81,8.0,Yes,Rough,Cold,57433.2,1552.4,34830.2,7.72
Hatchback,Hybrid,Automatic,India,409,555,161,12.61,49.9,2378,6.37,dead,Michelin,245/40R18,Carbon Black,Directional,2.6,7.5,No,Off-road,Cold,50009.8,19.5,31158.7,7.5
Hatchback,Hybrid,Automatic,Germany,271,202,267,6.24,40.33,2227,6.01,dead,Continental,205/55R16,Silica Compound,Symmetric,0.58,7.5,No,Off-road,Rainy,51704.6,40974.5,6688.0,2.77
Hatchback,Hybrid,Automatic,India,239,344,174,13.41,50.62,2312,6.08,driven,Continental,245/40R18,Carbon Black,Symmetric,2.14,7.5,No,Rough,Cold,47842.3,15069.0,20427.5,5.62
Coupe,Electric,Automatic,Japan,143,531,246,9.99,28.67,1867,4.71,driven,Pirelli,205/55R16,Silica Compound,Symmetric,2.18,8.5,No,Rough,Rainy,55871.4,31711.8,15058.5,4.6
Sedan,Petrol,Automatic,India,322,342,267,13.92,33.58,1461,6.17,dead,Continental,225/65R17,Dual Compound,Asymmetric,0.11,8.0,No,Smooth,Humid,46903.7,13965.6,20530.1,6.19
Coupe,Hybrid,Manual,Japan,337,588,222,4.9,50.85,1749,5.32,dead,Pirelli,225/65R17,Dual Compound,Directional,-0.92,7.5,No,Smooth,Humid,44044.7,40962.6,1921.0,1.74
Coupe,Diesel,Manual,UK,231,237,277,5.27,25.9,2196,5.03,driven,Pirelli,245/40R18,Dual Compound,Symmetric,0.84,8.5,No,Smooth,Humid,66719.4,48650.5,11262.2,3.37
Hatchback,Diesel,Automatic,Germany,294,311,278,12.27,51.62,1300,5.65,dead,Pirelli,245/40R18,Carbon Black,Asymmetric,-0.32,8.0,No,Rough,Cold,51716.6,19092.2,20334.6,5.66
SUV,Diesel,Manual,UK,401,198,250,12.65,48.14,1599,6.14,dead,Michelin,225/65R17,Dual Compound,Directional,-2.51,8.0,No,Smooth,Rainy,42307.9,8911.2,20816.0,6.78
Sedan,Diesel,Automatic,USA,245,197,229,8.45,54.22,1528,6.06,dead,Continental,225/65R17,Carbon Black,Asymmetric,-0.73,7.5,No,Off-road,Rainy,46909.7,6464.5,25209.3,6.69
Hatchback,Electric,Automatic,India,110,266,163,11.14,27.97,1139,6.28,dead,Continental,195/65R15,Dual Compound,Directional,2.96,8.5,No,Smooth,Cold,49298.3,37585.9,7300.3,3.33
SUV,Hybrid,Automatic,USA,311,226,216,12.68,24.43,1277,6.36,dead,Pirelli,205/55R16,Carbon Black,Symmetric,-2.71,7.5,No,Smooth,Humid,63089.4,28581.8,21508.4,4.68
SUV,Petrol,Manual,India,361,501,240,4.43,28.23,1662,4.98,driven,Continental,225/65R17,Carbon Black,Asymmetric,1.18,7.5,Yes,Smooth,Dry,40667.7,9433.4,19468.2,5.89
Truck,Hybrid,Automatic,UK,108,390,271,9.74,53.19,1510,5.35,dead,Continental,245/40R18,Silica Compound,Asymmetric,2.05,8.5,No,Off-road,Rainy,54347.5,49979.4,2722.6,2.15
Sedan,Electric,Automatic,Japan,274,509,152,12.53,28.32,2369,4.53,dead,Pirelli,245/40R18,Silica Compound,Asymmetric,0.89,7.5,No,Off-road,Rainy,52230.8,20375.0,19855.5,5.22
SUV,Diesel,Manual,Japan,413,363,237,7.98,37.61,2163,6.26,dead,Goodyear,225/65R17,Silica Compound,Directional,0.42,8.5,No,Rough,Cold,69052.0,37529.3,19648.0,4.65
Hatchback,Electric,Manual,India,335,192,259,7.02,31.15,1113,4.81,driven,Goodyear,245/40R18,Carbon Black,Directional,1.25,8.5,No,Smooth,Dry,45402.3,38946.0,4024.1,2.58
Truck,Hybrid,Manual,Japan,360,476,176,11.96,30.85,1579,6.22,dead,Pirelli,205/55R16,Silica Compound,Asymmetric,-0.42,7.5,No,Off-road,Humid,58836.1,49032.6,6110.5,2.34
Sedan,Petrol,Automatic,UK,383,587,187,7.36,22.74,2389,5.16,dead,Michelin,195/65R15,Silica Compound,Directional,-2.45,7.5,No,Off-road,Rainy,46065.9,29387.9,10395.3,3.58
Coupe,Electric,Automatic,Japan,400,473,140,4.03,36.48,1690,5.24,driven,Continental,205/55R16,Silica Compound,Asymmetric,2.77,8.0,No,Off-road,Cold,56452.7,50165.2,3919.0,2.43
Hatchback,Petrol,Manual,UK,402,541,199,13.6,48.98,1636,4.58,driven,Continental,195/65R15,Carbon Black,Symmetric,-0.41,8.0,No,Rough,Dry,56651.9,53938.2,1691.5,1.85
SUV,Electric,Automatic,USA,425,145,279,9.92,16.98,2420,5.15,driven,Goodyear,195/65R15,Carbon Black,Asymmetric,0.99,8.5,No,Rough,Cold,42260.4,39518.3,1709.1,2.23
SUV,Petrol,Manual,UK,373,329,278,12.2,50.57,1822,6.28,driven,Pirelli,225/65R17,Silica Compound,Asymmetric,0.19,8.5,No,Rough,Dry,53693.5,18739.4,21786.7,6.07
Hatchback,Petrol,Manual,Germany,166,211,183,12.25,41.62,1874,4.55,dead,Michelin,245/40R18,Silica Compound,Directional,-2.67,8.5,No,Smooth,Cold,53834.7,21381.6,20227.9,5.94
SUV,Diesel,Automatic,Germany,228,244,254,4.66,39.67,1939,5.31,dead,Pirelli,195/65R15,Carbon Black,Directional,2.72,8.0,Yes,Off-road,Dry,49574.1,11922.8,23467.9,6.5
Truck,Petrol,Automatic,Germany,328,554,247,5.71,40.04,1941,4.56,dead,Goodyear,225/65R17,Carbon Black,Directional,1.76,7.5,No,Rough,Rainy,48314.8,40431.2,4913.8,2.43
Sedan,Diesel,Manual,India,400,192,183,7.11,26.85,2134,5.24,driven,Goodyear,245/40R18,Silica Compound,Symmetric,-2.11,7.5,No,Rough,Dry,46728.9,5692.7,25577.7,6.75
Truck,Hybrid,Manual,India,362,599,217,7.21,31.61,1357,4.85,dead,Continental,245/40R18,Silica Compound,Symmetric,2.89,8.0,No,Off-road,Humid,40178.2,14266.6,16150.6,5.58
SUV,Hybrid,Manual,India,441,242,164,10.59,46.97,2261,5.0,driven,Bridgestone,195/65R15,Silica Compound,Symmetric,1.42,7.5,No,Off-road,Rainy,40054.5,389.9,24722.8,7.39
Coupe,Diesel,Manual,UK,277,428,271,10.23,27.26,1002,6.26,driven,Michelin,245/40R18,Carbon Black,Directional,-0.17,7.5,No,Smooth,Humid,57693.6,34307.3,14576.6,4.07
Sedan,Diesel,Automatic,India,123,303,255,8.95,33.8,1403,5.37,dead,Michelin,205/55R16,Silica Compound,Asymmetric,0.67,7.5,No,Smooth,Rainy,48743.9,32092.2,10378.9,3.59
Sedan,Electric,Manual,USA,435,306,258,6.11,15.79,1024,5.05,driven,Bridgestone,245/40R18,Carbon Black,Asymmetric,-2.36,8.0,Yes,Smooth,Dry,45036.7,11213.6,21081.8,6.2
Hatchback,Electric,Manual,Germany,107,317,149,7.82,44.34,1508,5.68,driven,Goodyear,205/55R16,Dual Compound,Asymmetric,0.36,8.5,No,Rough,Rainy,60542.1,44603.2,9934.6,3.47
Hatchback,Electric,Manual,UK,96,197,248,9.44,31.71,1695,4.78,dead,Pirelli,245/40R18,Silica Compound,Directional,-2.56,7.5,No,Rough,Cold,55867.1,21315.4,21535.9,5.23
Coupe,Hybrid,Automatic,Germany,206,467,174,8.68,36.01,2488,5.02,dead,Michelin,195/65R15,Dual Compound,Directional,0.27,7.5,No,Off-road,Dry,67448.7,21024.5,28936.0,5.7
Sedan,Electric,Automatic,India,247,305,273,5.27,19.59,1060,5.59,driven,Bridgestone,195/65R15,Carbon Black,Symmetric,0.32,8.5,Yes,Smooth,Cold,64930.5,62084.3,1774.0,1.96
Coupe,Petrol,Manual,UK,323,463,158,10.5,54.67,1122,4.98,dead,Continental,225/65R17,Dual Compound,Directional,2.25,7.5,No,Off-road,Cold,61801.9,36382.3,15843.9,3.96
Hatchback,Petrol,Automatic,Japan,155,372,147,4.73,27.1,1054,5.86,dead,Continental,205/55R16,Silica Compound,Asymmetric,1.35,7.5,No,Smooth,Cold,43797.5,11050.9,20410.7,6.09
Hatchback,Electric,Automatic,USA,310,132,149,7.78,40.4,2186,5.48,driven,Goodyear,205/55R16,Dual Compound,Symmetric,-1.5,8.5,No,Smooth,Cold,59982.7,58977.5,626.5,1.79
Sedan,Petrol,Automatic,India,283,418,168,11.1,38.25,1973,6.04,driven,Michelin,195/65R15,Dual Compound,Symmetric,2.33,8.0,No,Smooth,Humid,60817.8,23569.9,23216.4,5.45
Truck,Hybrid,Manual,India,327,195,154,4.2,46.4,2062,6.4,dead,Pirelli,195/65R15,Dual Compound,Directional,0.44,8.0,No,Smooth,Dry,62900.0,40748.5,13806.9,3.94
SUV,Petrol,Manual,USA,381,170,226,9.7,26.75,2106,4.73,dead,Michelin,195/65R15,Carbon Black,Symmetric,0.64,7.5,No,Off-road,Cold,47894.0,34668.2,8243.5,3.24
Hatchback,Hybrid,Automatic,USA,293,394,162,7.35,45.24,1545,5.17,driven,Continental,205/55R16,Silica Compound,Symmetric,-1.99,7.5,No,Off-road,Humid,59208.9,25003.7,21320.0,4.75
Hatchback,Diesel,Manual,Japan,294,268,185,4.09,30.3,1112,5.14,dead,Michelin,225/65R17,Carbon Black,Directional,2.15,8.5,No,Rough,Rainy,58548.4,31377.0,16935.7,4.88
Truck,Diesel,Manual,India,237,338,167,5.9,31.45,1424,4.8,driven,Continental,205/55R16,Dual Compound,Symmetric,2.59,8.5,No,Smooth,Cold,51559.3,12363.0,24430.9,6.77
Truck,Diesel,Automatic,India,148,241,165,13.41,41.91,1917,6.12,driven,Bridgestone,195/65R15,Dual Compound,Asymmetric,1.65,7.5,No,Off-road,Cold,59905.2,27905.1,19945.5,4.75
Coupe,Diesel,Automatic,Germany,164,330,149,9.21,46.37,1229,6.02,dead,Bridgestone,225/65R17,Carbon Black,Directional,2.64,7.5,No,Smooth,Humid,42600.9,13240.4,18300.3,5.73
Coupe,Petrol,Manual,UK,346,399,143,13.97,41.67,2306,5.47,dead,Continental,245/40R18,Carbon Black,Asymmetric,-1.19,8.0,No,Smooth,Rainy,59305.2,32467.1,16728.0,4.56
SUV,Electric,Automatic,UK,148,145,194,9.25,51.0,1916,5.58,dead,Pirelli,245/40R18,Dual Compound,Asymmetric,2.17,8.0,No,Rough,Rainy,58180.5,38974.5,11971.0,3.78
SUV,Petrol,Manual,Germany,178,292,205,9.44,26.41,2310,4.62,dead,Pirelli,195/65R15,Silica Compound,Asymmetric,-0.07,8.0,No,Rough,Humid,46318.7,28439.9,11143.8,4.0
Sedan,Hybrid,Manual,UK,426,275,206,7.92,51.02,1154,5.61,dead,Michelin,225/65R17,Carbon Black,Asymmetric,-2.02,8.0,No,Off-road,Cold,64546.4,50134.3,8983.0,2.98
Coupe,Petrol,Automatic,USA,295,357,274,7.1,20.23,1164,6.08,driven,Continental,195/65R15,Dual Compound,Symmetric,1.01,8.5,No,Off-road,Dry,66232.4,2750.6,39567.9,8.28
Hatchback,Petrol,Manual,UK,240,495,194,6.52,41.38,1961,5.65,dead,Goodyear,205/55R16,Dual Compound,Symmetric,1.1,8.0,No,Rough,Humid,46314.5,3640.2,26598.7,7.5
Coupe,Hybrid,Manual,UK,173,201,170,7.43,36.91,2205,5.03,driven,Pirelli,205/55R16,Silica Compound,Directional,-1.28,8.0,No,Off-road,Dry,42278.8,8680.4,20941.7,6.53
Hatchback,Diesel,Automatic,Germany,253,475,213,8.6,34.79,2262,5.84,dead,Pirelli,225/65R17,Dual Compound,Directional,-2.84,7.5,No,Off-road,Cold,58107.3,57282.3,514.2,1.67
Truck,Diesel,Automatic,Japan,244,532,158,5.92,27.44,1648,5.22,driven,Bridgestone,195/65R15,Carbon Black,Asymmetric,-1.8,8.0,No,Rough,Cold,54397.5,43532.6,6772.1,2.73
Coupe,Diesel,Automatic,UK,194,392,220,6.25,35.15,2362,5.59,dead,Pirelli,195/65R15,Dual Compound,Asymmetric,-0.6,7.5,No,Smooth,Rainy,52827.8,48819.3,2498.5,1.99
Truck,Electric,Manual,UK,299,187,226,6.72,21.47,1937,5.48,dead,Pirelli,245/40R18,Dual Compound,Directional,-1.99,7.5,No,Smooth,Cold,62830.2,17095.5,28506.2,5.89
SUV,Hybrid,Automatic,Japan,110,163,159,8.49,29.77,1511,5.26,driven,Pirelli,225/65R17,Dual Compound,Directional,-1.84,8.0,No,Rough,Rainy,69089.9,39647.7,18351.2,4.45
SUV,Hybrid,Automatic,Germany,90,180,152,10.53,18.95,1931,5.94,dead,Continental,195/65R15,Dual Compound,Directional,-0.65,8.0,No,Smooth,Rainy,54329.9,30146.8,15073.2,4.43
Sedan,Petrol,Automatic,Japan,422,242,216,12.56,37.87,1265,6.27,dead,Continental,205/55R16,Silica Compound,Directional,2.77,7.5,No,Smooth,Cold,40184.7,22885.9,10782.2,3.88
Coupe,Electric,Automatic,Germany,209,468,182,6.87,18.83,1186,4.51,driven,Bridgestone,195/65R15,Carbon Black,Asymmetric,1.59,8.5,No,Rough,Rainy,57888.0,41538.5,10190.6,3.63
Truck,Diesel,Manual,USA,184,315,278,5.84,21.41,2063,6.37,driven,Michelin,195/65R15,Dual Compound,Directional,-1.08,7.5,No,Off-road,Cold,59619.0,23488.7,22519.8,5.17
Hatchback,Electric,Manual,Germany,106,449,189,7.79,18.42,1390,5.52,driven,Pirelli,205/55R16,Carbon Black,Symmetric,2.71,8.5,No,Rough,Rainy,64840.5,43910.7,13045.5,4.0
SUV,Hybrid,Automatic,USA,306,528,167,12.94,30.25,2283,5.9,dead,Michelin,205/55R16,Silica Compound,Asymmetric,0.87,8.5,No,Rough,Rainy,45982.2,36254.1,6063.5,3.09
SUV,Hybrid,Manual,USA,81,598,143,4.1,48.68,1654,6.21,driven,Continental,195/65R15,Carbon Black,Symmetric,-0.27,8.0,No,Smooth,Cold,55729.8,16110.0,24694.8,6.22
Hatchback,Petrol,Automatic,Germany,438,442,161,10.78,51.28,1175,5.43,driven,Pirelli,205/55R16,Silica Compound,Directional,-0.19,8.0,No,Rough,Dry,53413.9,50515.9,1806.4,2.04
Truck,Petrol,Automatic,India,180,230,258,8.77,17.88,1773,6.17,dead,Michelin,245/40R18,Carbon Black,Symmetric,-0.54,8.0,No,Smooth,Humid,59933.2,31048.3,18003.8,4.61
Truck,Hybrid,Manual,Germany,100,377,240,5.61,40.38,1763,4.86,dead,Michelin,245/40R18,Carbon Black,Directional,-1.6,8.0,No,Rough,Cold,41918.3,30716.2,6982.2,3.34
Coupe,Diesel,Manual,UK,137,208,178,7.21,42.38,2352,4.82,dead,Goodyear,245/40R18,Dual Compound,Symmetric,-0.68,7.5,No,Off-road,Rainy,66520.4,48488.4,11239.3,2.98
Coupe,Diesel,Automatic,UK,259,552,173,6.25,36.35,1930,5.81,dead,Continental,205/55R16,Carbon Black,Asymmetric,0.17,8.5,No,Smooth,Humid,55334.7,31277.6,14994.7,4.71
Sedan,Electric,Automatic,India,420,317,236,12.78,41.68,2223,6.24,dead,Bridgestone,205/55R16,Dual Compound,Symmetric,0.17,7.5,No,Rough,Dry,66311.4,21397.6,27994.5,5.59
SUV,Hybrid,Manual,USA,428,401,183,8.82,24.35,1710,6.28,dead,Bridgestone,205/55R16,Dual Compound,Asymmetric,1.57,8.5,No,Smooth,Cold,50207.1,33485.1,10422.7,3.84
Coupe,Hybrid,Automatic,India,99,319,179,9.63,34.59,2219,5.79,driven,Goodyear,225/65R17,Carbon Black,Symmetric,-0.85,7.5,No,Rough,Rainy,59605.7,5202.7,33909.1,6.94
Truck,Diesel,Manual,UK,334,218,236,9.94,30.64,1825,5.55,driven,Michelin,205/55R16,Dual Compound,Symmetric,1.3,8.5,No,Rough,Rainy,68701.8,67426.3,795.0,1.93
Hatchback,Diesel,Automatic,India,396,146,279,10.4,18.59,1588,5.16,dead,Goodyear,245/40R18,Carbon Black,Asymmetric,0.47,8.0,Yes,Rough,Cold,68301.4,12567.3,34738.8,6.84
Truck,Hybrid,Automatic,Germany,117,208,269,8.96,40.02,1530,6.46,driven,Goodyear,245/40R18,Dual Compound,Asymmetric,2.77,8.5,No,Smooth,Rainy,68323.1,18818.0,30856.3,6.56
SUV,Petrol,Manual,India,227,265,213,4.18,34.81,2085,5.14,driven,Continental,245/40R18,Dual Compound,Directional,-0.69,8.0,No,Smooth,Humid,41288.4,39407.3,1172.5,1.81
Truck,Hybrid,Manual,USA,104,301,225,7.35,26.01,2350,5.99,driven,Pirelli,225/65R17,Silica Compound,Asymmetric,2.41,8.5,No,Off-road,Rainy,52090.5,9717.0,26411.2,7.33
Sedan,Hybrid,Manual,Germany,200,376,229,5.84,33.95,1280,5.56,driven,Michelin,195/65R15,Silica Compound,Asymmetric,1.92,7.5,No,Off-road,Humid,41823.4,7113.9,21634.3,6.43
SUV,Diesel,Manual,Japan,105,308,206,10.8,46.01,1226,5.72,dead,Bridgestone,245/40R18,Carbon Black,Directional,0.83,8.5,No,Off-road,Humid,49284.3,39651.0,6004.4,3.05
Hatchback,Diesel,Manual,UK,248,359,215,4.57,47.07,1638,5.29,dead,Bridgestone,225/65R17,Dual Compound,Asymmetric,0.93,7.5,No,Off-road,Cold,45237.3,11367.6,21110.8,5.95
Sedan,Petrol,Manual,UK,402,478,231,9.64,40.98,2081,6.43,driven,Goodyear,195/65R15,Silica Compound,Asymmetric,-2.49,7.5,Yes,Rough,Rainy,58604.1,5551.4,33067.5,6.71
SUV,Petrol,Manual,India,304,506,149,6.11,33.71,1920,5.64,dead,Goodyear,225/65R17,Silica Compound,Symmetric,2.7,8.0,No,Smooth,Humid,63422.4,14374.2,30571.5,6.48
Hatchback,Electric,Automatic,Germany,80,315,225,13.49,38.03,1476,6.38,driven,Goodyear,225/65R17,Silica Compound,Directional,-2.36,8.5,No,Rough,Rainy,55400.4,49216.3,3854.5,2.57
Sedan,Hybrid,Automatic,Japan,386,416,241,7.36,30.4,2399,4.52,driven,Michelin,195/65R15,Dual Compound,Directional,0.38,7.5,No,Smooth,Humid,63864.2,17902.4,28647.8,6.03
Sedan,Diesel,Automatic,Germany,340,284,247,7.25,20.06,1715,5.65,dead,Goodyear,205/55R16,Carbon Black,Symmetric,-1.02,8.5,No,Smooth,Dry,40384.4,28069.6,7675.8,3.7
SUV,Petrol,Manual,UK,92,426,230,13.23,30.42,1242,5.93,driven,Goodyear,205/55R16,Dual Compound,Directional,-0.42,8.0,Yes,Rough,Cold,64614.3,25531.6,24360.0,5.5
Coupe,Electric,Manual,Germany,127,390,218,8.17,36.21,1366,5.99,dead,Pirelli,245/40R18,Dual Compound,Symmetric,0.66,8.0,No,Rough,Cold,45350.8,11887.3,20857.6,6.56
Sedan,Electric,Manual,Japan,392,127,225,13.63,38.95,1935,6.31,dead,Michelin,195/65R15,Silica Compound,Asymmetric,2.45,8.5,Yes,Smooth,Cold,53828.1,7753.8,28717.9,7.64
Sedan,Diesel,Automatic,India,370,157,246,4.24,52.43,1837,4.51,dead,Continental,245/40R18,Dual Compound,Directional,-0.25,7.5,No,Off-road,Humid,53277.6,51796.0,923.4,1.55
Hatchback,Diesel,Manual,USA,411,233,240,7.06,46.09,2275,4.5,dead,Continental,225/65R17,Dual Compound,Asymmetric,2.93,7.5,No,Off-road,Dry,66194.7,34495.1,19758.2,4.35
Truck,Electric,Manual,Germany,173,458,247,10.66,21.08,1905,5.44,dead,Pirelli,205/55R16,Silica Compound,Directional,0.56,7.5,No,Smooth,Humid,68979.4,7915.7,38060.7,6.84
SUV,Petrol,Automatic,USA,340,175,199,12.91,21.97,2345,4.56,dead,Bridgestone,245/40R18,Silica Compound,Asymmetric,-2.04,8.5,No,Rough,Cold,47653.6,9474.2,23797.0,7.28
SUV,Electric,Manual,UK,357,550,187,6.56,19.02,1375,6.45,dead,Continental,245/40R18,Dual Compound,Directional,-1.86,7.5,No,Rough,Humid,42022.4,17115.6,15524.3,4.94
Coupe,Hybrid,Automatic,India,438,593,256,13.3,44.53,2432,4.94,dead,Michelin,205/55R16,Silica Compound,Directional,1.3,7.5,No,Smooth,Cold,59515.7,32386.7,16909.4,4.31
Coupe,Hybrid,Automatic,India,284,478,245,9.94,43.24,1710,5.45,dead,Bridgestone,225/65R17,Carbon Black,Asymmetric,-2.7,7.5,No,Rough,Rainy,55085.2,10014.3,28092.5,6.48
SUV,Diesel,Manual,Germany,264,257,172,12.01,54.45,1342,4.62,driven,Goodyear,245/40R18,Carbon Black,Symmetric,-0.12,8.0,Yes,Smooth,Humid,56971.2,15822.5,25647.7,6.19
Coupe,Petrol,Manual,India,254,221,183,7.97,35.88,1239,5.54,dead,Michelin,245/40R18,Carbon Black,Directional,-2.11,7.5,No,Smooth,Rainy,41388.1,32436.1,5579.7,3.01
Hatchback,Petrol,Manual,Germany,388,453,251,6.12,48.06,1138,5.26,driven,Bridgestone,195/65R15,Carbon Black,Symmetric,-0.4,8.5,No,Smooth,Humid,63259.3,26409.6,22968.2,5.57
SUV,Hybrid,Automatic,Germany,148,296,228,13.11,38.06,2145,4.59,dead,Continental,195/65R15,Carbon Black,Symmetric,1.5,8.5,No,Rough,Cold,46970.6,65.9,29235.5,8.5
Coupe,Electric,Automatic,USA,183,288,175,13.33,49.96,1419,5.17,driven,Goodyear,205/55R16,Silica Compound,Symmetric,-0.25,7.5,No,Off-road,Rainy,50048.1,2699.6,29512.1,7.2
SUV,Diesel,Automatic,India,325,458,220,8.98,43.84,1303,5.28,dead,Goodyear,205/55R16,Silica Compound,Symmetric,-2.02,8.5,No,Smooth,Humid,46850.6,20582.8,16372.6,5.55
Truck,Electric,Manual,Germany,240,405,227,4.06,40.72,1114,6.48,dead,Michelin,225/65R17,Carbon Black,Symmetric,-1.49,8.5,Yes,Rough,Cold,68378.3,4110.8,40057.7,8.21
Sedan,Electric,Manual,USA,279,380,269,5.1,37.6,1342,4.92,dead,Goodyear,225/65R17,Carbon Black,Symmetric,-0.79,7.5,No,Off-road,Humid,45061.7,7836.4,23202.3,6.32
SUV,Electric,Manual,Japan,295,494,170,9.73,43.92,2274,5.59,driven,Bridgestone,245/40R18,Carbon Black,Directional,-2.58,8.0,No,Smooth,Rainy,61969.6,45106.2,10510.9,3.36
Sedan,Petrol,Manual,USA,291,342,247,4.24,31.79,1006,6.47,driven,Pirelli,195/65R15,Silica Compound,Symmetric,0.51,7.5,No,Off-road,Humid,47372.4,22756.9,15342.7,4.81
Coupe,Hybrid,Automatic,USA,95,318,169,7.97,18.86,1730,6.08,dead,Continental,225/65R17,Silica Compound,Directional,0.65,8.5,No,Rough,Humid,52747.6,25448.7,17015.3,5.3
Sedan,Petrol,Automatic,Germany,411,330,151,7.03,16.6,1178,6.49,driven,Michelin,245/40R18,Dual Compound,Directional,-2.63,8.5,No,Off-road,Rainy,69881.9,41804.6,17500.4,4.37
SUV,Hybrid,Automatic,UK,284,406,190,11.14,34.16,2168,6.44,dead,Pirelli,245/40R18,Dual Compound,Directional,-0.59,7.5,No,Off-road,Cold,43017.3,33919.9,5670.3,2.69
Truck,Diesel,Automatic,UK,444,299,260,4.56,38.97,1415,5.48,driven,Pirelli,205/55R16,Dual Compound,Asymmetric,-0.52,8.5,No,Rough,Humid,66440.8,10536.6,34844.8,7.47
Coupe,Diesel,Manual,UK,118,369,278,8.89,18.15,1665,5.89,driven,Michelin,195/65R15,Dual Compound,Symmetric,-1.0,8.0,No,Smooth,Humid,68381.5,11833.3,35246.2,6.84
SUV,Electric,Manual,USA,168,350,152,9.79,26.48,2144,4.72,driven,Bridgestone,245/40R18,Silica Compound,Asymmetric,0.35,7.5,No,Rough,Dry,60946.8,7399.2,33376.0,6.76
Coupe,Hybrid,Manual,Germany,335,591,230,10.17,27.88,2147,5.38,dead,Continental,205/55R16,Silica Compound,Symmetric,-0.92,8.5,No,Rough,Dry,40298.9,37753.2,1586.7,2.06
Hatchback,Hybrid,Automatic,India,333,142,213,8.05,37.51,1149,6.12,driven,Michelin,245/40R18,Silica Compound,Asymmetric,-0.5,8.0,No,Smooth,Cold,64624.0,37306.8,17026.7,4.51
Sedan,Hybrid,Automatic,USA,295,167,159,7.04,26.14,1396,5.51,driven,Pirelli,195/65R15,Silica Compound,Directional,1.79,8.5,No,Smooth,Rainy,66468.2,6157.6,37591.2,7.9
Hatchback,Electric,Manual,USA,447,228,211,10.82,18.83,1380,5.91,dead,Pirelli,245/40R18,Carbon Black,Asymmetric,-2.03,8.0,No,Rough,Cold,69428.0,15319.0,33725.9,6.59
SUV,Electric,Manual,Germany,382,415,212,12.48,21.59,1838,5.99,dead,Michelin,245/40R18,Dual Compound,Directional,0.71,8.5,No,Smooth,Cold,65179.5,47293.6,11148.2,3.4
Truck,Diesel,Automatic,Japan,251,125,210,10.94,21.96,1000,5.01,driven,Pirelli,225/65R17,Silica Compound,Asymmetric,0.03,7.5,No,Smooth,Cold,53367.6,1547.2,32299.4,7.24
Coupe,Petrol,Manual,USA,216,157,217,13.32,48.71,1243,6.25,driven,Michelin,225/65R17,Silica Compound,Symmetric,-1.17,8.5,No,Rough,Humid,60659.5,44017.9,10372.6,3.56
Sedan,Hybrid,Automatic,Japan,257,288,167,11.17,26.37,2421,5.42,dead,Michelin,205/55R16,Dual Compound,Symmetric,1.37,7.5,No,Rough,Humid,54553.9,49723.9,3010.5,2.03
Coupe,Hybrid,Automatic,Japan,156,475,269,11.65,43.59,2274,4.92,dead,Continental,245/40R18,Silica Compound,Asymmetric,0.31,8.0,No,Rough,Cold,50590.6,2852.4,29755.0,7.81
SUV,Petrol,Automatic,UK,267,402,260,5.68,37.71,1878,6.23,dead,Michelin,205/55R16,Carbon Black,Asymmetric,-0.14,8.0,No,Rough,Cold,58792.8,10960.2,29813.8,6.82
Coupe,Hybrid,Manual,Germany,94,322,182,8.2,54.08,2322,5.34,dead,Pirelli,195/65R15,Silica Compound,Symmetric,1.01,8.5,No,Off-road,Dry,63095.0,150.1,39233.2,8.5
Sedan,Electric,Manual,Japan,371,444,147,8.85,25.91,1759,6.0,dead,Goodyear,205/55R16,Dual Compound,Asymmetric,1.81,7.5,No,Off-road,Rainy,59077.0,6441.2,32807.6,6.86
SUV,Electric,Automatic,Germany,398,432,152,6.56,21.33,1953,5.6,driven,Continental,245/40R18,Carbon Black,Asymmetric,2.84,7.5,No,Smooth,Cold,64797.4,39979.4,15468.9,3.88
Coupe,Hybrid,Manual,UK,404,392,250,9.29,17.08,2320,5.26,dead,Pirelli,225/65R17,Carbon Black,Symmetric,0.78,8.0,No,Off-road,Dry,45291.2,2029.9,26964.6,7.55
